Quantify Compound Summary Report 

Printed Thu Feb 04 10:38:59 2021

Compound 1:  13C-caffeine

	#	Name	Sample Text	RT	Area	1Area
149	149	TQS3_210122_149	Std 12.5 ng/mL	7.15	1488888	987570
150	150	TQS3_210122_150	Std 50 ng/mL	7.15	6551939	4425715
151	151	TQS3_210122_151	Blank	7.15	3237	1540
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	7.16	376246	249572
153	153	TQS3_210122_153	Blank	7.17	835	532
154	154	TQS3_210122_154	Blank	7.16	857	413

Compound 33:  Carfentrazone-ethyl

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank			
2	2	TQS3_210122_002	Std 0 ng/mL			
3	3	TQS3_210122_003	Std 1.25 ng/mL	7.29	77524	56691
4	4	TQS3_210122_004	Std 3.125 ng/mL	7.29	226802	168457
5	5	TQS3_210122_005	Std 6.25 ng/mL	7.29	427052	307165
6	6	TQS3_210122_006	Std 12.5 ng/mL	7.29	683091	492239
7	7	TQS3_210122_007	Std 50 ng/mL	7.29	2923341	2123250
8	8	TQS3_210122_008	Blank	7.29	912	976
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	7.30	195003	135272
10	10	TQS3_210122_010	Blank	7.30	196	206
11	11	TQS3_210122_011	BLANK - IS	7.31	135	68
12	12	TQS3_210122_012	BLANK + IS + std MIX	7.30	689080	474977
13	13	TQS3_210122_013	QC-1-standard	7.30	658822	458382
14	14	TQS3_210122_014	QC-2	7.30	630605	445792
15	15	TQS3_210122_015	QC-3	7.30	617782	429570
16	16	TQS3_210122_016	Blank	7.31	453	94
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	7.30	190486	130311
18	18	TQS3_210122_018	Blank	7.30	282	352
19	19	TQS3_210122_019	20190415_C_A-LC			
20	20	TQS3_210122_020	20190415_C_B-LC			
21	21	TQS3_210122_021	20190415_C_C-LC	7.31	238	68
22	22	TQS3_210122_022	20190415_C_D-LC			
23	23	TQS3_210122_023	20190415_C_E-LC	7.32	39	85
24	24	TQS3_210122_024	20190415_C_F-LC	7.33	220	154
25	25	TQS3_210122_025	20190510_S_1_9-LC			
26	26	TQS3_210122_026	20190511_C_G-LC			
27	27	TQS3_210122_027	20190511_C_H-LC			
28	28	TQS3_210122_028	20190511_C_I-LC			
29	29	TQS3_210122_029	Blank	7.26	33	179
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	7.28	186961	126534
31	31	TQS3_210122_031	Blank	7.28	36	311
32	32	TQS3_210122_032	20190511_C_J-LC			
33	33	TQS3_210122_033	20190511_C_K-LC			
34	34	TQS3_210122_034	20190511_C_L-LC			
35	35	TQS3_210122_035	20190511_C_M-LC			
36	36	TQS3_210122_036	20190511_C_N-LC			
37	37	TQS3_210122_037	20190511_C_O-LC			
38	38	TQS3_210122_038	20190528_C_A-LC			
39	39	TQS3_210122_039	20190528_C_B-LC			
40	40	TQS3_210122_040	20190528_C_C-LC	7.31	163	90
41	41	TQS3_210122_041	20190528_C_D-LC			
42	42	TQS3_210122_042	Blank	7.30	69	
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	7.30	172588	115642
44	44	TQS3_210122_044	Blank			
45	45	TQS3_210122_045	20190528_C_E-LC			
46	46	TQS3_210122_046	20190528_C_F-LC			
47	47	TQS3_210122_047	20190528_C_G-LC			
48	48	TQS3_210122_048	20190528_C_H-LC			
49	49	TQS3_210122_049	20190615_S_1_9-LC			
50	50	TQS3_210122_050	20190819_C_I-LC			
51	51	TQS3_210122_051	20190819_C_J-LC	7.29	7135	5173
52	52	TQS3_210122_052	20190819_C_K-LC	7.28	2278	1414
53	53	TQS3_210122_053	20190819_C_L-LC			
54	54	TQS3_210122_054	20190819_C_M-LC	7.30	6879	4995
55	55	TQS3_210122_055	Blank			
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	7.30	172541	118445
57	57	TQS3_210122_057	Blank	7.29	69	38
58	58	TQS3_210122_058	20190819_C_N-LC	7.29	1148	1032
59	59	TQS3_210122_059	20190819_C_O-LC			
60	60	TQS3_210122_060	20190819_C_P-LC	7.30	58	216
61	61	TQS3_210122_061	20190819_C_Q-LC	7.29	5195	3515
62	62	TQS3_210122_062	20200304_C_A-LC			
63	63	TQS3_210122_063	20200304_C_B-LC			
64	64	TQS3_210122_064	20200304_C_C-LC			
65	65	TQS3_210122_065	20200304_C_D-LC			
66	66	TQS3_210122_066	20200304_C_Eg-LC			
67	67	TQS3_210122_067	20200304_C_Et-LC			
68	68	TQS3_210122_068	Blank	7.31	152	206
69	69	TQS3_210122_069	Std 3.125 ng/ml matrix	7.29	181485	121614
70	70	TQS3_210122_070	Blank	7.28	108	101
71	71	TQS3_210122_071	Std 0 ng/mL			
72	72	TQS3_210122_072	Std 1.25 ng/mL	7.28	73713	49580
73	73	TQS3_210122_073	Std 3.125 ng/mL	7.28	191672	127382
74	74	TQS3_210122_074	Std 6.25 ng/mL	7.28	389420	254046
75	75	TQS3_210122_075	Std 12.5 ng/mL	7.28	686953	453819
76	76	TQS3_210122_076	Std 50 ng/mL	7.28	2921245	1957579
77	77	TQS3_210122_077	Blank	7.28	913	268
78	78	TQS3_210122_078	Std 3.125 ng/ml matrix	7.28	179761	121294
79	79	TQS3_210122_079	Blank	7.28	173	260
80	80	TQS3_210122_080	20200304_C_Fg-LC	7.28	149	94
81	81	TQS3_210122_081	20200304_C_Ft-LC			
82	82	TQS3_210122_082	20200304_C_G-LC			
83	83	TQS3_210122_083	20200304_C_Hg-LC			
84	84	TQS3_210122_084	20200304_C_Ht-LC			
85	85	TQS3_210122_085	20200304_C_Ig-LC	7.28	97	24
86	86	TQS3_210122_086	20200304_C_It-LC			
87	87	TQS3_210122_087	20200304_C_Jg-LC			
88	88	TQS3_210122_088	20200304_C_Jt-LC			
89	89	TQS3_210122_089	20200304_C_Kg-LC			
90	90	TQS3_210122_090	Blank	7.30	51	14
91	91	TQS3_210122_091	Std 3.125 ng/ml matrix	7.30	171732	112755
92	92	TQS3_210122_092	Blank			
93	93	TQS3_210122_093	20200304_C_Kt-LC			
94	94	TQS3_210122_094	20200304_C_L-LC			
95	95	TQS3_210122_095	20200304_C_M-LC			
96	96	TQS3_210122_096	20200304_C_N-LC			
97	97	TQS3_210122_097	20200304_C_O-LC			
98	98	TQS3_210122_098	20200304_C_P-LC			
99	99	TQS3_210122_099	20200304_C_Q-LC			
100	100	TQS3_210122_100	20200304_C_R-LC			
101	101	TQS3_210122_101	20200304_C_S-LC			
102	102	TQS3_210122_102	20200304_C_T-LC			
103	103	TQS3_210122_103	Blank	7.30	120	126
104	104	TQS3_210122_104	Std 3.125 ng/ml matrix	7.30	175576	109793
105	105	TQS3_210122_105	Blank	7.29	150	314
106	106	TQS3_210122_106	20200304_C_U-LC			
107	107	TQS3_210122_107	20200304_C_V-LC			
108	108	TQS3_210122_108	20200304_C_W-LC			
109	109	TQS3_210122_109	20200304_C_X-LC			
110	110	TQS3_210122_110	20200627_S_1_5-LC	7.20	139	186
111	111	TQS3_210122_111	20200701_S_1_12-LC			
112	112	TQS3_210122_112	20200812_S_1_12-LC	7.31	43892	29878
113	113	TQS3_210122_113	20200820_C_A-LC			
114	114	TQS3_210122_114	20200820_C_B-LC	7.30	4299	2932
115	115	TQS3_210122_115	20200820_C_C-LC	7.29	1150	533
116	116	TQS3_210122_116	Blank			
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	7.29	182562	116799
118	118	TQS3_210122_118	Blank	7.29	54	295
119	119	TQS3_210122_119	20200820_C_D-LC	7.29	9694	6371
120	120	TQS3_210122_120	20200820_C_E-LC			
121	121	TQS3_210122_121	20200820_C_Ft-LC	7.35	29	53
122	122	TQS3_210122_122	20200831_S_1_12-LC	7.28	4515	2962
123	123	TQS3_210122_123	20200928_S_1_12-LC	7.29	1131	554
124	124	TQS3_210122_124	Blank			
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	7.28	181519	111730
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	7.28	183726	117557
127	127	TQS3_210122_127	Blank	7.28	307	134
128	128	TQS3_210122_128	20190315_W_1-LC			
129	129	TQS3_210122_129	20190510_W_1_9-LC			
130	130	TQS3_210122_130	20190606_W_1_2-LC			
131	131	TQS3_210122_131	20190615_W_1_9-LC			
132	132	TQS3_210122_132	20200627_W_1_5-LC			
133	133	TQS3_210122_133	Blank			
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	7.28	171212	108945
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	7.29	192100	126648
136	136	TQS3_210122_136	Blank	7.28	123	80
137	137	TQS3_210122_137	BLANK - IS			
138	138	TQS3_210122_138	BLANK + IS + std MIX	7.28	638890	409352
139	139	TQS3_210122_139	QC-1-standard	7.28	612710	401563
140	140	TQS3_210122_140	QC-2	7.28	595818	398051
141	141	TQS3_210122_141	QC-3	7.28	557640	364991
142	142	TQS3_210122_142	Blank	7.27	520	488
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	7.28	181057	114567
144	144	TQS3_210122_144	Blank	7.29	144	164
145	145	TQS3_210122_145	Std 0 ng/mL	7.28	81	203
146	146	TQS3_210122_146	Std 1.25 ng/mL	7.29	72645	44306
147	147	TQS3_210122_147	Std 3.125 ng/mL	7.28	217793	139515
148	148	TQS3_210122_148	Std 6.25 ng/mL	7.28	464149	288056
149	149	TQS3_210122_149	Std 12.5 ng/mL	7.29	803566	511415
150	150	TQS3_210122_150	Std 50 ng/mL	7.28	3067416	2006853
151	151	TQS3_210122_151	Blank	7.29	1266	1150
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	7.29	206817	133558
153	153	TQS3_210122_153	Blank	7.30	295	81
154	154	TQS3_210122_154	Blank	7.30	285	221

Compound 34:  Epoxiconazole

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank	6.98	555	646
2	2	TQS3_210122_002	Std 0 ng/mL	6.99	139	143
3	3	TQS3_210122_003	Std 1.25 ng/mL	6.98	210942	68702
4	4	TQS3_210122_004	Std 3.125 ng/mL	6.98	539001	176625
5	5	TQS3_210122_005	Std 6.25 ng/mL	6.98	1077029	361238
6	6	TQS3_210122_006	Std 12.5 ng/mL	6.98	1875781	626301
7	7	TQS3_210122_007	Std 50 ng/mL	6.98	7485745	2791232
8	8	TQS3_210122_008	Blank	6.99	3480	848
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	6.99	516998	171586
10	10	TQS3_210122_010	Blank	6.98	1559	399
11	11	TQS3_210122_011	BLANK - IS	7.00	1372	371
12	12	TQS3_210122_012	BLANK + IS + std MIX	6.98	1990934	659002
13	13	TQS3_210122_013	QC-1-standard	6.99	1859347	639063
14	14	TQS3_210122_014	QC-2	6.99	1739019	589892
15	15	TQS3_210122_015	QC-3	6.99	1676394	554304
16	16	TQS3_210122_016	Blank	6.98	2054	365
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	6.99	497643	165573
18	18	TQS3_210122_018	Blank	7.00	607	622
19	19	TQS3_210122_019	20190415_C_A-LC	6.99	230428	80117
20	20	TQS3_210122_020	20190415_C_B-LC	6.98	829048	272052
21	21	TQS3_210122_021	20190415_C_C-LC	6.98	322036	106335
22	22	TQS3_210122_022	20190415_C_D-LC	6.98	1103713	363664
23	23	TQS3_210122_023	20190415_C_E-LC	6.97	147841	47021
24	24	TQS3_210122_024	20190415_C_F-LC	6.97	170448	56681
25	25	TQS3_210122_025	20190510_S_1_9-LC	6.97	808255	263970
26	26	TQS3_210122_026	20190511_C_G-LC	6.97	190510	65429
27	27	TQS3_210122_027	20190511_C_H-LC	6.97	761916	252547
28	28	TQS3_210122_028	20190511_C_I-LC	6.97	451037	149624
29	29	TQS3_210122_029	Blank	6.97	1687	509
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	6.97	507833	164157
31	31	TQS3_210122_031	Blank	6.98	855	674
32	32	TQS3_210122_032	20190511_C_J-LC	6.98	9102349	4175602
33	33	TQS3_210122_033	20190511_C_K-LC	6.99	146449	47132
34	34	TQS3_210122_034	20190511_C_L-LC	6.98	164269	55749
35	35	TQS3_210122_035	20190511_C_M-LC	6.98	6285076	2125143
36	36	TQS3_210122_036	20190511_C_N-LC	6.98	759275	246553
37	37	TQS3_210122_037	20190511_C_O-LC	6.99	622716	206707
38	38	TQS3_210122_038	20190528_C_A-LC	6.99	438737	146989
39	39	TQS3_210122_039	20190528_C_B-LC	7.00	556729	183651
40	40	TQS3_210122_040	20190528_C_C-LC	7.00	3820768	1258472
41	41	TQS3_210122_041	20190528_C_D-LC	7.00	9067976	4075677
42	42	TQS3_210122_042	Blank	7.00	7027	1894
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	6.99	443550	151694
44	44	TQS3_210122_044	Blank	6.99	2208	1317
45	45	TQS3_210122_045	20190528_C_E-LC	6.99	149994	50106
46	46	TQS3_210122_046	20190528_C_F-LC	6.99	172021	58866
47	47	TQS3_210122_047	20190528_C_G-LC	6.99	517645	173776
48	48	TQS3_210122_048	20190528_C_H-LC	6.99	675359	228567
49	49	TQS3_210122_049	20190615_S_1_9-LC	6.99	995494	330201
50	50	TQS3_210122_050	20190819_C_I-LC	6.98	613957	202875
51	51	TQS3_210122_051	20190819_C_J-LC	6.98	545975	182662
52	52	TQS3_210122_052	20190819_C_K-LC	6.98	430735	144504
53	53	TQS3_210122_053	20190819_C_L-LC	6.99	26958	8929
54	54	TQS3_210122_054	20190819_C_M-LC	6.99	858012	291672
55	55	TQS3_210122_055	Blank	7.00	1740	390
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	6.99	451415	147870
57	57	TQS3_210122_057	Blank	7.01	1356	197
58	58	TQS3_210122_058	20190819_C_N-LC	6.99	600572	199408
59	59	TQS3_210122_059	20190819_C_O-LC	6.98	2038253	675370
60	60	TQS3_210122_060	20190819_C_P-LC	6.97	332064	109156
61	61	TQS3_210122_061	20190819_C_Q-LC	6.98	645963	212170
62	62	TQS3_210122_062	20200304_C_A-LC	6.99	1577	276
63	63	TQS3_210122_063	20200304_C_B-LC	6.98	3163	1188
64	64	TQS3_210122_064	20200304_C_C-LC	6.98	132740	43947
65	65	TQS3_210122_065	20200304_C_D-LC	6.98	117450	39757
66	66	TQS3_210122_066	20200304_C_Eg-LC	6.98	22701	7391
67	67	TQS3_210122_067	20200304_C_Et-LC	6.97	92163	31135
68	68	TQS3_210122_068	Blank	7.02	108	394
69	69	TQS3_210122_069	Std 3.125 ng/ml matrix	6.98	454670	151576
70	70	TQS3_210122_070	Blank	6.99	476	308
71	71	TQS3_210122_071	Std 0 ng/mL	6.97	262	125
72	72	TQS3_210122_072	Std 1.25 ng/mL	6.97	191173	64692
73	73	TQS3_210122_073	Std 3.125 ng/mL	6.98	508745	171311
74	74	TQS3_210122_074	Std 6.25 ng/mL	6.98	1010722	333010
75	75	TQS3_210122_075	Std 12.5 ng/mL	6.97	1843854	615688
76	76	TQS3_210122_076	Std 50 ng/mL	6.97	7355081	2662010
77	77	TQS3_210122_077	Blank	6.98	3565	543
78	78	TQS3_210122_078	Std 3.125 ng/ml matrix	6.98	458440	149880
79	79	TQS3_210122_079	Blank	6.97	1301	495
80	80	TQS3_210122_080	20200304_C_Fg-LC	6.97	33660	12110
81	81	TQS3_210122_081	20200304_C_Ft-LC	6.97	116441	41756
82	82	TQS3_210122_082	20200304_C_G-LC	6.97	586105	199663
83	83	TQS3_210122_083	20200304_C_Hg-LC	6.98	20939	7963
84	84	TQS3_210122_084	20200304_C_Ht-LC	6.97	49028	16839
85	85	TQS3_210122_085	20200304_C_Ig-LC	6.99	31771	10241
86	86	TQS3_210122_086	20200304_C_It-LC	6.99	48687	16851
87	87	TQS3_210122_087	20200304_C_Jg-LC	6.99	32937	10692
88	88	TQS3_210122_088	20200304_C_Jt-LC	6.99	103822	33191
89	89	TQS3_210122_089	20200304_C_Kg-LC	6.99	38203	14055
90	90	TQS3_210122_090	Blank	7.01	300	300
91	91	TQS3_210122_091	Std 3.125 ng/ml matrix	6.99	444446	146672
92	92	TQS3_210122_092	Blank	7.02	232	416
93	93	TQS3_210122_093	20200304_C_Kt-LC	6.99	100858	34633
94	94	TQS3_210122_094	20200304_C_L-LC	6.98	448877	147507
95	95	TQS3_210122_095	20200304_C_M-LC	6.98	297951	97431
96	96	TQS3_210122_096	20200304_C_N-LC	6.98	387221	130771
97	97	TQS3_210122_097	20200304_C_O-LC	6.97	407984	135076
98	98	TQS3_210122_098	20200304_C_P-LC	6.97	317159	103363
99	99	TQS3_210122_099	20200304_C_Q-LC	6.99	373242	124524
100	100	TQS3_210122_100	20200304_C_R-LC	6.99	377745	124214
101	101	TQS3_210122_101	20200304_C_S-LC	6.99	451816	150784
102	102	TQS3_210122_102	20200304_C_T-LC	6.99	490162	162910
103	103	TQS3_210122_103	Blank	6.99	1547	175
104	104	TQS3_210122_104	Std 3.125 ng/ml matrix	6.99	443462	145575
105	105	TQS3_210122_105	Blank	6.99	1012	485
106	106	TQS3_210122_106	20200304_C_U-LC	6.98	908689	299860
107	107	TQS3_210122_107	20200304_C_V-LC	6.98	836389	280889
108	108	TQS3_210122_108	20200304_C_W-LC	6.99	653396	220207
109	109	TQS3_210122_109	20200304_C_X-LC	6.99	902645	296493
110	110	TQS3_210122_110	20200627_S_1_5-LC	6.99	1151080	387895
111	111	TQS3_210122_111	20200701_S_1_12-LC	6.99	1643744	550872
112	112	TQS3_210122_112	20200812_S_1_12-LC	6.99	960224	318109
113	113	TQS3_210122_113	20200820_C_A-LC	6.98	8355294	3351317
114	114	TQS3_210122_114	20200820_C_B-LC	6.98	1091558	361794
115	115	TQS3_210122_115	20200820_C_C-LC	6.97	1061256	358202
116	116	TQS3_210122_116	Blank	7.00	1094	885
117	117	TQS3_210122_117	Std 3.125 ng/ml matrix	6.98	449324	149480
118	118	TQS3_210122_118	Blank	7.02	672	120
119	119	TQS3_210122_119	20200820_C_D-LC	6.98	745225	251397
120	120	TQS3_210122_120	20200820_C_E-LC	6.97	6338236	2167695
121	121	TQS3_210122_121	20200820_C_Ft-LC	6.97	76593	26142
122	122	TQS3_210122_122	20200831_S_1_12-LC	6.98	1198906	405097
123	123	TQS3_210122_123	20200928_S_1_12-LC	6.97	746442	248112
124	124	TQS3_210122_124	Blank	6.98	1694	1069
125	125	TQS3_210122_125	Std 3.125 ng/ml matrix	6.97	436247	144436
126	126	TQS3_210122_126	Std 3.125 ng/ml Solvent	6.98	502826	170020
127	127	TQS3_210122_127	Blank	6.97	1821	138
128	128	TQS3_210122_128	20190315_W_1-LC	6.97	1864	393
129	129	TQS3_210122_129	20190510_W_1_9-LC	6.97	6806	2707
130	130	TQS3_210122_130	20190606_W_1_2-LC	6.97	12135	4329
131	131	TQS3_210122_131	20190615_W_1_9-LC	6.97	18358	6031
132	132	TQS3_210122_132	20200627_W_1_5-LC	6.97	8316	3277
133	133	TQS3_210122_133	Blank	6.99	1118	562
134	134	TQS3_210122_134	Std 3.125 ng/ml matrix	6.98	437923	143461
135	135	TQS3_210122_135	Std 3.125 ng/ml Solvent	6.97	484523	161452
136	136	TQS3_210122_136	Blank	7.00	545	849
137	137	TQS3_210122_137	BLANK - IS	7.00	561	111
138	138	TQS3_210122_138	BLANK + IS + std MIX	6.97	1661676	559146
139	139	TQS3_210122_139	QC-1-standard	6.97	1670558	563569
140	140	TQS3_210122_140	QC-2	6.97	1654873	551157
141	141	TQS3_210122_141	QC-3	6.97	1513337	514552
142	142	TQS3_210122_142	Blank	6.99	2689	334
143	143	TQS3_210122_143	Std 3.125 ng/ml matrix	6.97	454333	150762
144	144	TQS3_210122_144	Blank	6.99	874	445
145	145	TQS3_210122_145	Std 0 ng/mL	6.99	820	739
146	146	TQS3_210122_146	Std 1.25 ng/mL	6.98	201961	66721
147	147	TQS3_210122_147	Std 3.125 ng/mL	6.98	530141	180001
148	148	TQS3_210122_148	Std 6.25 ng/mL	6.98	1125688	371396
149	149	TQS3_210122_149	Std 12.5 ng/mL	6.97	1850665	613754
150	150	TQS3_210122_150	Std 50 ng/mL	6.98	7775295	2964890
151	151	TQS3_210122_151	Blank	6.99	3988	1076
152	152	TQS3_210122_152	Std 3.125 ng/ml matrix	6.98	478775	155506
153	153	TQS3_210122_153	Blank	6.99	1744	366
154	154	TQS3_210122_154	Blank	6.98	1153	244

Compound 35:  Cyazofamid

	#	Name	Sample Text	RT	Area	1 Area
1	1	TQS3_210122_001	Blank	6.98	263	90
2	2	TQS3_210122_002	Std 0 ng/mL	6.99	91	29
3	3	TQS3_210122_003	Std 1.25 ng/mL	6.98	205356	66595
4	4	TQS3_210122_004	Std 3.125 ng/mL	6.98	527404	175493
5	5	TQS3_210122_005	Std 6.25 ng/mL	6.98	1051754	343625
6	6	TQS3_210122_006	Std 12.5 ng/mL	6.98	1835537	609245
7	7	TQS3_210122_007	Std 50 ng/mL	6.98	7280253	2594676
8	8	TQS3_210122_008	Blank	6.98	3153	832
9	9	TQS3_210122_009	Std 3.125 ng/ml matrix	6.99	508928	167675
10	10	TQS3_210122_010	Blank	7.00	418	312
11	11	TQS3_210122_011	BLANK - IS	7.01	197	50
12	12	TQS3_210122_012	BLANK + IS + std MIX	6.98	1887323	619808
13	13	TQS3_210122_013	QC-1-standard	6.99	1830126	598529
14	14	TQS3_210122_014	QC-2	6.99	1746494	573385
15	15	TQS3_210122_015	QC-3	6.98	1634173	545678
16	16	TQS3_210122_016	Blank	6.99	1704	662
17	17	TQS3_210122_017	Std 3.125 ng/ml matrix	6.98	492624	162200
18	18	TQS3_210122_018	Blank	7.00	712	123
19	19	TQS3_210122_019	20190415_C_A-LC	6.98	1561	391
20	20	TQS3_210122_020	20190415_C_B-LC	7.01	190	119
21	21	TQS3_210122_021	20190415_C_C-LC	6.99	366	279
22	22	TQS3_210122_022	20190415_C_D-LC	6.97	1432	565
23	23	TQS3_210122_023	20190415_C_E-LC			26
24	24	TQS3_210122_024	20190415_C_F-LC	6.98	294	135
25	25	TQS3_210122_025	20190510_S_1_9-LC	6.97	941	197
26	26	TQS3_210122_026	20190511_C_G-LC	6.99	117	438
27	27	TQS3_210122_027	20190511_C_H-LC	6.96	111	14
28	28	TQS3_210122_028	20190511_C_I-LC	6.99	72	86
29	29	TQS3_210122_029	Blank	6.99	613	102
30	30	TQS3_210122_030	Std 3.125 ng/ml matrix	6.97	494703	158915
31	31	TQS3_210122_031	Blank	6.97	668	96
32	32	TQS3_210122_032	20190511_C_J-LC	6.99	2171	1501
33	33	TQS3_210122_033	20190511_C_K-LC	7.00	145	28
34	34	TQS3_210122_034	20190511_C_L-LC	7.00	247	62
35	35	TQS3_210122_035	20190511_C_M-LC	7.01	919	817
36	36	TQS3_210122_036	20190511_C_N-LC	6.98	546	191
37	37	TQS3_210122_037	20190511_C_O-LC	6.98	343	167
38	38	TQS3_210122_038	20190528_C_A-LC	6.98	311	34
39	39	TQS3_210122_039	20190528_C_B-LC	7.00	319	
40	40	TQS3_210122_040	20190528_C_C-LC	7.01	415	49
41	41	TQS3_210122_041	20190528_C_D-LC	7.01	1759	1274
42	42	TQS3_210122_042	Blank	7.00	203	41
43	43	TQS3_210122_043	Std 3.125 ng/ml matrix	6.99	445157	141733
44	44	TQS3_210122_044	Blank	7.00	728	145
45	45	TQS3_210122_045	20190528_C_E-LC	6.98	171	60
46	46	TQS3_210122_046	20190528_C_F-LC	6.99	143	86
47	47	TQS3_210122_047	20190528_C_G-LC			
48	48	TQS3_210122_048	20190528_C_H-LC	7.01	309	161
49	49	TQS3_210122_049	20190615_S_1_9-LC	6.98	1040	318
50	50	TQS3_210122_050	20190819_C_I-LC	7.01	358	237
51	51	TQS3_210122_051	20190819_C_J-LC	6.98	6735184	2343353
52	52	TQS3_210122_052	20190819_C_K-LC	6.98	1144128	376025
53	53	TQS3_210122_053	20190819_C_L-LC	6.98	1838	350
54	54	TQS3_210122_054	20190819_C_M-LC	6.99	5997522	1972525
55	55	TQS3_210122_055	Blank	6.99	3832	1259
56	56	TQS3_210122_056	Std 3.125 ng/ml matrix	6.98	446700	146170
57	57	TQS3_210122_057	Blank	6.98	1105	257
58	58	TQS3_210122_058	20190819_C_N-LC	6.98	492028	162042
59	59	TQS3_210122_059	20190819_C_O-LC	6.98	3221	1190
60	60	TQS3_210122_060	20190819_C_P-LC	6.97	18104	6056
61	61	TQS3_210122_061	20190819_C_Q-LC	6.97	4179468	1393461
62	62	TQS3_210122_062	20200304_C_A-LC	6.99	3101	701
63	63	TQS3_210122_063	20200304_C_B-LC	6.97	1000	247
64	64	TQS3_210122_064	20200304_C_C-LC	6.97	1265	515
65	65	TQS3_210122_065	20200304_C_D-LC	6.99	1435	333
66	66	TQS3_210122_066	20200304_C_Eg-LC	6.97	331	185
67	67	TQS3_210122_067	20200304_C_Et-LC	7.00	113	64
68	68	TQS3_210122_068	Blank	6.99	290	28
69	69	TQS3_210122_069	Std 3.125 ng/ml matrix	6.98	453179	146170
70	70	TQS3_210122_070	Blank	6.97	709	221
71	71	TQS3_210122_071	Std 0 ng/mL	6.98	244	130
72	72	TQS3_210122_072	Std 1.25 ng/mL	6.97	191118	63038
73	73	TQS3_210122_073	Std 3.125 ng/mL	6.97	511423	167197
74	74	TQS3_210122_074	Std 6.25 ng/mL	6.97	999284	323795
75	75	TQS3_210122_075	Std 12.5 ng/mL	6.97	1800002	593194
76	76	TQS3_210122_076	Std 50 ng/mL	6.97	7031584	2445281
77	77	TQS3_210122_077	Blank	6.97	4177	1456
78	78	TQS3_210122_078	Std 3.125 ng/ml matrix	6.97	453677	148906
79	79	TQS3_210122_079	Blank	6.96	1008	171
80	80	TQS3_210122_080	20200304_C_Fg-LC	6.98	819	75
81	81	TQS3_210122_081	20200304_C_Ft-LC	6.99	556	30
82	82	TQS3_210122_082	20200304_C_G-LC	6.98	888	205
83	83	TQS3_210122_083	20200304_C_Hg-LC	6.99	329	85
84	84	TQS3_210122_084	20200304_C_Ht-LC	6.98	154	12
85	85	TQS3_210122_085	20200304_C_Ig-LC	7.03	214	130
86	86	TQS3_210122_086	20200304_C_It-LC			
87	87	TQS3_210122_087	20200304_C_Jg-LC	7.02	414	181
88	88	TQS3_210122_088	20200304_C_Jt-LC	7.00	201	16
89	89	TQS3_210122_089	20200304_C_Kg-LC	6.99	135	89
90	90	TQS3_210122_090	Blank	6.99	462	486
91	91	TQS3_210122_091	Std 3.125 ng/ml matrix	6.99	439607	142663
92	92	TQS3_210122_092	Blank	6.99	249	192
93	93	TQS3_210122_093	20200304_C_Kt-LC	7.04	10	24
94	94	TQS3_210122_094	20200304_C_L-LC	6.98	18085	6171
95	95	TQS3_210122_095	20200304_C_M-LC	6.98	13479	4240
96	96	TQS3_210122_096	20200304_C_N-LC	6.98	25826	9003
97	97	TQS3_210122_097	20200304_C_O-LC	6.97	5770	1570
98	98	TQS3_210122_098	20200304_C_P-LC	6.97	20259	6673
99	99	TQS3_210122_099	20200304_C_Q-LC	6.98	15279	5449
100	100	TQS3_210122_100	20200304_C_R-LC	6.98	5913	1545
101	101	TQS3_210122_101	20200304_C_S-LC	6.99	13729	4835
102	102	TQS3_210122_102	20200304_C_T-LC	6.99	4929	1680
103	103	TQS3_210122_103	Blank	6.99	625	161
104	104	TQS3_210122_104	Std 3.125 ng/ml matrix	6.99	440327	142320
105	105	TQS3_210122_105	Blank	6.98	524	22
106	106	TQS3_210122_106	20200304_C_U-LC	6.98	996	514
107	107	TQS3_210122_107	20200304_C_V-LC	7.00	659	263
108	108	TQS3_210122_108	20200304_C_W-LC	6.99	749	78
109	109	TQS3_210122_109	20200304_C_X-LC	6.98	608	223
110	110	TQS3_210122_110	20200627_S_1_5-LC	6.98	2863788	936308
